-37.696335078534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.4712041884817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.88495559215388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230293265322565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.290237691585,-115.290237691585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.290237691585,0,0,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0,0,0,0,0
0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.290237691585
0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.290237691585,-115.290237691585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0,0,0,0,115.290237691585,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.290237691585,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0,0,0,0,115.290237691585,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.290237691585,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0,0,0,0,115.290237691585,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.290237691585,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0,0,0,0,115.290237691585,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.290237691585,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0,0,0,0,115.290237691585,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.290237691585,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0,0,0,0,115.290237691585,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,115.290237691585,0,0,0,0,0,0,0,0,-115.290237691585,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0,0,0,0,115.290237691585,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,115.290237691585,0,0,0,0,0,0,0,0,-115.290237691585,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,0,-115.290237691585,0,0,0,0,0,0,0,115.290237691585,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.6812273201373,0,0,0,0,0,0,0,0,0,0,0,115.290237691585,0,0,0,0,0,0,0,0,-115.290237691585
14914037.6401237,0,-14914037.6401237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14914037.6401237,0,0,0,14914037.6401237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0,0,0
0,0,0,7457018.82006187,0,0,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7457018.82006187,-7457018.82006187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000174707210938174,0,0,0
